epoch,train_loss,val_loss,val_top1,val_top5,lr
35,2.6972054797159113,1.932847219543457,58.098,80.816,0.0003662364533832023
36,2.6777052235206478,nan,nan,nan,0.0003593248435899554
37,2.653850790480493,nan,nan,nan,0.0003523102777713763
38,2.62289013630602,nan,nan,nan,0.00034519967845704903
39,2.601480329540414,nan,nan,nan,0.00033800006295002375
40,2.5750806157628645,1.9132232625579835,59.002,81.036,0.000330718536401586
1,2.678642518694361,nan,nan,nan,5.083610755441741e-05
1,2.683524151426882,nan,nan,nan,5.086805377720871e-05
2,2.700580332785959,nan,nan,nan,0.0001007680537772087
3,2.8179684325613836,nan,nan,nan,0.0001506680537772087
4,2.942436155985931,nan,nan,nan,0.00020056805377720871
5,3.084316712869725,1.3518425952529907,67.822,88.67,0.00025046805377720876
6,3.234573251688221,nan,nan,nan,0.00030036805377720873
7,3.3744971935330828,nan,nan,nan,0.00035026805377720875
8,3.51475097916343,nan,nan,nan,0.0004001680537772087
9,3.6543586435757587,nan,nan,nan,0.00045006805377720873
10,3.766022865201386,2.0882278169727324,52.982,77.994,0.0004999680537772088
11,3.8187476137841405,nan,nan,nan,0.0004855174575101422
12,3.8044502923644306,nan,nan,nan,0.00048279705296492577
13,3.771472723856473,nan,nan,nan,0.0004798518402307044
14,3.7400510986544258,nan,nan,nan,0.00047668472587686703
15,3.708541327493597,2.1213789754486085,52.102,77.312,0.0004732988354629105
16,3.6675408368074023,nan,nan,nan,0.00046969751045388986
17,3.634248343838925,nan,nan,nan,0.0004658843049227958
18,3.5970382927016624,nan,nan,nan,0.0004618629820431136
19,3.556514350156015,nan,nan,nan,0.00045763751037502533
20,3.5316648189450652,2.1459264907503126,52.126,77.07,0.0004532120599489201
21,3.500508503251436,nan,nan,nan,0.00044859099815007714
22,3.4579677123876906,nan,nan,nan,0.00044377888540858464
23,3.426866981268845,nan,nan,nan,0.0004387804706987449
24,3.392409124615556,nan,nan,nan,0.0004336006868524106
25,3.3639997076744,2.1180226346588134,52.76,77.398,0.0004282446456908751
26,3.3339603163216087,nan,nan,nan,0.0004227176329801224
27,3.3030775699206414,nan,nan,nan,0.00041702510321441343
28,3.2654554163142753,nan,nan,nan,0.00041117267423335964
29,3.2370683846186736,nan,nan,nan,0.00040516612167779305
30,3.207192664415064,2.1439594062805174,53.122,77.16,0.000399011373289906
31,3.1755743848682214,nan,nan,nan,0.00039271450306328564
32,3.1498269824151346,nan,nan,nan,0.00038628172524861527
33,3.1169551589577513,nan,nan,nan,0.0003797193882209593
34,3.092949670194511,nan,nan,nan,0.0003730339682146834
35,3.0576258927545537,2.146404806022644,53.37,77.316,0.0003662320629321933
36,3.029781788091501,nan,nan,nan,0.0003593203850327988
37,2.999329993956831,nan,nan,nan,0.00035230575550812977
38,2.9675047923447075,nan,nan,nan,0.00034519509695064035
39,2.945704775262581,nan,nan,nan,0.00033799542672184667
40,2.9139521438699982,2.1444678105545045,53.612,77.564,0.00033071385002703786
41,2.88526798355442,nan,nan,nan,0.0003233575529032962
42,2.8519226443141736,nan,nan,nan,0.00031593379512774637
43,2.8258613338849,nan,nan,nan,0.0003084499030530318
44,2.793119213950466,nan,nan,nan,0.0003009132623770888
45,2.7747497528066405,2.149396880760193,54.5,77.538,0.0002933313108543549
46,2.736582774435207,nan,nan,nan,0.0002857115309556032
47,2.7116308902579904,nan,nan,nan,0.0002780614424836461
48,2.6923485409358703,nan,nan,nan,0.00027038859515219954
49,2.6606156714976064,nan,nan,nan,0.00026270056113522535
50,2.6292280559350525,2.1564731891822815,54.34,77.468,0.00025500492759411065
51,2.6067238308098193,nan,nan,nan,0.00024730928919005545
52,2.57325713746679,nan,nan,nan,0.00023962124058905899
53,2.5472495248314666,nan,nan,nan,0.00023194836896690092
54,2.522410299729141,nan,nan,nan,0.00022429824652151536
55,2.4892254493529604,2.1071057852077484,55.514,78.344,0.00021667842300014559
56,2.4619813701102125,nan,nan,nan,0.00020909641824865447
57,2.4423653738294155,nan,nan,nan,0.00020155971479034543
58,2.4122128965149465,nan,nan,nan,0.00019407575044161444
59,2.387748529221123,nan,nan,nan,0.00018665191097172375
60,2.360435114207555,2.123259701576233,56.094,78.214,0.00017929552281393927
61,2.3328586184108455,nan,nan,nan,0.00017201384583522512
62,2.309291187306525,nan,nan,nan,0.00016481406617163184
63,2.2809939788947795,nan,nan,nan,0.00015770328913644732
64,2.263530046625418,nan,nan,nan,0.0001506885322081109
65,2.237574592289943,2.0985594104576113,57.06,78.688,0.00014377671810480896
66,2.2120815742183737,nan,nan,nan,0.000136974667952588
67,2.190490061891827,nan,nan,nan,0.00013028909455372684
68,2.1624096843405662,nan,nan,nan,0.00012372659576201101
69,2.1401483732515354,nan,nan,nan,0.000117293647971448
70,2.122768691269903,2.111559304494858,57.068,78.876,0.0001109965997248477
71,2.096933919359261,nan,nan,nan,0.00010484166544857795
72,2.0761508367354677,nan,nan,nan,9.883491931967485e-05
73,2.055783786862211,nan,nan,nan,9.298228927136455e-05
74,2.0354726797639944,nan,nan,nan,8.728955114290825e-05
75,2.019222520682937,2.0867620596313476,58.128,79.168,8.176232297954593e-05
76,1.9988326410859556,nan,nan,nan,7.640605948816468e-05
77,1.9750508608799737,nan,nan,nan,7.122604665416087e-05
78,1.9647584610574529,nan,nan,nan,6.622739652481113e-05
79,1.9421516181412182,nan,nan,nan,6.14150421642987e-05
80,1.934503546063329,2.092355973825455,58.51,79.538,5.6793732785374924e-05
81,1.9180644736857786,nan,nan,nan,5.2368029062459407e-05
82,1.9006627528295017,nan,nan,nan,4.814229863080493e-05
83,1.8886266173687543,nan,nan,nan,4.41207117761689e-05
84,1.8712188556465998,nan,nan,nan,4.030723731924472e-05
85,1.862814340983707,2.07965365442276,59.082,79.79,3.6705638698915135e-05
86,1.8448492756421069,nan,nan,nan,3.331947025819205e-05
87,1.8350601970157305,nan,nan,nan,3.0152073736509417e-05
88,1.819978486407887,nan,nan,nan,2.7206574971829842e-05
89,1.813420624952768,nan,nan,nan,2.44858808158195e-05
90,1.8108208780481019,2.0937899093437196,59.488,79.946,2.1992676265137072e-05
91,1.799920112390677,nan,nan,nan,1.9729421811665844e-05
92,1.7946537733078003,nan,nan,nan,1.7698351014305366e-05
93,1.7827681027514986,nan,nan,nan,1.590146829471848e-05
94,1.7784282243053373,nan,nan,nan,1.4340546959209193e-05
95,1.7746131147678927,2.0918497266483307,59.64,80.068,1.3017127448683244e-05
96,1.7715473053702624,nan,nan,nan,1.1932515818419198e-05
97,1.7653220054358434,nan,nan,nan,1.1087782449149395e-05
98,1.7600513259366288,nan,nan,nan,1.048376099072336e-05
99,1.7610063204081507,nan,nan,nan,1.012104753939619e-05
100,1.7586251423621453,2.0978509874343874,59.76,80.052,1.0000000049553426e-05
